Date,G_5th,G_50th,G_95th,z_5th,z_50th,z_95th
1980,-0.3024048924487388,-0.29903728564448673,-0.29566967884023465,-0.8299296438693999,-0.7877648810545603,-0.7019264737764994
1981,-0.28570803267940115,-0.2829888838345906,-0.28026973498978003,-0.8789556562900542,-0.8252597788969676,-0.8096195499102274
1982,-0.25367885403485435,-0.25183401963836405,-0.24998918524187377,-1.030181699991226,-0.9571608046690623,-0.8248225490252177
1983,-0.23846597302590902,-0.2378402318908049,-0.2372144907557008,-1.273960644006729,-1.0997807721296946,-0.8277534286181132
1984,-0.21030475742549656,-0.210150636500531,-0.2099965155755655,-1.4279115736484527,-1.0708946923414866,-0.8229004184405009
1985,-0.20209078121084198,-0.20131142343439057,-0.2005320656579391,-1.095458561182022,-0.9031177500883738,-0.755825404326121
1986,-0.1859159541744043,-0.1848623831986988,-0.1838088122229933,-0.7018226921558379,-0.7354749182860056,-0.6830425302187602
1987,-0.1774514625918365,-0.17597393355461471,-0.17449640451739298,-0.7730746805667876,-0.7527097205320994,-0.6371034423510233
1988,-0.16785278940666756,-0.16691058670071546,-0.1659683839947634,-0.7587549030780791,-0.6475747565428416,-0.5955685416857401
1989,-0.17384287925087824,-0.17272860179667998,-0.17161432434248167,-0.8518667757511138,-0.6911738852659861,-0.5652306119600932
1990,-0.15515765932553668,-0.15417409601275128,-0.153190532699966,-0.8771114885807036,-0.6790138224760691,-0.5598465243975321
1991,-0.12235842994130738,-0.12146045832337804,-0.12056248670544875,-0.40961855053901663,-0.40957281390825906,-0.44698453346888223
1992,-0.1044812257322578,-0.10336021447497407,-0.10223920321769028,-0.542471820116043,-0.4152909259001414,-0.2768524924914042
1993,-0.08669069389186365,-0.08543200309422333,-0.0841733122965829,-0.5355507671833037,-0.45331082145373025,-0.23681748310724893
1994,-0.0570898060508582,-0.05591552784945614,-0.05474124964805413,-0.3378667175769805,-0.35956785480181375,-0.3071564475695292
1995,-0.04225616885814373,-0.04139205797422302,-0.0405279470903023,-0.48424881100654593,-0.4560056666533152,-0.32168758312861123
1996,-0.04488860769895983,-0.044339826761696066,-0.0437910458244323,-0.05797570347785941,-0.15118775169054666,-0.21843350330988565
1997,-0.029485393593185333,-0.029301444717793446,-0.029117495842401503,-0.14199262261390677,-0.11999568740526834,-0.15927148262659707
1998,0.012704584073408715,0.012555525323655725,0.012406466573902847,-0.13856666684150687,-0.09689090053240457,-0.07268250385920205
1999,0.05101153618628332,0.050406696633163495,0.04980185708004367,0.16104037165641794,0.11011114319165549,-0.010214451948801662
2000,0.07460407510192937,0.07378879214283646,0.07297350918374348,0.07750517725944528,0.06669917305310569,0.08312451442082724
2001,0.09780903021815054,0.0967884327008009,0.0957678351834512,0.3822793424129487,0.356126215060552,0.2826812227567037
2002,0.12768832539505412,0.1263747608165401,0.1250611962380259,0.7771749258041383,0.688478167851766,0.5400703211625417
2003,0.14481455944167268,0.14331404258324748,0.14181352572482217,1.0463942050933839,0.9607905109723409,0.9276900251706441
2004,0.1337758746756136,0.1321473790082513,0.13051888334088899,1.0810091257095338,0.9586310346921285,0.7763809223969778
2005,0.16101796183725395,0.15937704780553724,0.15773613377382054,1.18113831281662,1.0316005011399587,0.8565747400124868
2006,0.19874968010327956,0.1823770478055372,0.1620044155077949,1.3283265893459322,1.1726005011399587,0.9617278078397116
2007,0.20674968010327957,0.20637704780553723,0.19700441550779493,1.420326589345932,1.3136005011399587,1.1417278078397115
2008,0.21374968010327958,0.23037704780553725,0.2330044155077949,1.5143265893459321,1.4556005011399586,1.3257278078397117
2009,0.22274968010327953,0.2543770478055372,0.26900441550779497,1.611326589345932,1.5976005011399588,1.5127278078397115
2010,0.23174968010327954,0.27837704780553724,0.3060044155077949,1.7113265893459322,1.7396005011399587,1.7027278078397114
2011,0.24174968010327955,0.30237704780553726,0.3420044155077949,1.814326589345932,1.8836005011399588,1.8957278078397115
2012,0.2517496801032796,0.3263770478055372,0.37800441550779496,1.9193265893459321,2.0276005011399585,2.0927278078397116
2013,0.2627496801032796,0.35137704780553725,0.415004415507795,2.026326589345932,2.1736005011399584,2.2927278078397118
2014,0.2747496801032796,0.3763770478055372,0.4510044155077949,2.136326589345932,2.3196005011399587,2.4967278078397115
2015,0.2867496801032795,0.40137704780553723,0.48800441550779494,2.249326589345932,2.467600501139959,2.7027278078397114
2016,0.2997496801032795,0.42637704780553726,0.524004415507795,2.363326589345932,2.617600501139959,2.912727807839712
2017,0.3127496801032795,0.4513770478055373,0.5610044155077949,2.4793265893459324,2.768600501139959,3.125727807839712
2018,0.32674968010327954,0.4763770478055372,0.5980044155077949,2.598326589345932,2.9206005011399587,3.3427278078397116
2019,0.34074968010327955,0.5013770478055373,0.635004415507795,2.7183265893459323,3.0756005011399585,3.561727807839712
2020,0.35574968010327956,0.5273770478055373,0.672004415507795,2.840326589345932,3.231600501139959,3.7847278078397117
2021,0.3707496801032796,0.5523770478055372,0.7090044155077949,2.964326589345932,3.3896005011399586,4.010727807839712
2022,0.3857496801032796,0.5783770478055372,0.745004415507795,3.089326589345932,3.550600501139959,4.239727807839712
2023,0.4017496801032795,0.6033770478055371,0.782004415507795,3.216326589345932,3.7136005011399584,4.471727807839711
2024,0.4187496801032795,0.6293770478055372,0.8190044155077949,3.345326589345932,3.879600501139959,4.707727807839712
2025,0.4347496801032795,0.6543770478055373,0.8560044155077949,3.474326589345932,4.047600501139959,4.945727807839711
2026,0.45274968010327954,0.6803770478055373,0.8930044155077949,3.6053265893459323,4.218600501139958,5.187727807839711
2027,0.46974968010327955,0.7063770478055373,0.930004415507795,3.737326589345932,4.391600501139958,5.431727807839712
2028,0.48774968010327957,0.7323770478055371,0.966004415507795,3.871326589345932,4.568600501139959,5.679727807839711
2029,0.5057496801032795,0.7573770478055373,1.0030044155077948,4.005326589345932,4.748600501139959,5.930727807839712
2030,0.5237496801032795,0.7833770478055373,1.0390044155077949,4.140326589345932,4.931600501139958,6.184727807839712
2031,0.5427496801032795,0.8093770478055373,1.0760044155077948,4.276326589345932,5.117600501139959,6.441727807839712
2032,0.5617496801032795,0.8353770478055373,1.1120044155077948,4.413326589345932,5.307600501139959,6.701727807839712
2033,0.5807496801032795,0.8603770478055373,1.1490044155077948,4.550326589345932,5.500600501139959,6.9647278078397115
2034,0.5997496801032796,0.8863770478055373,1.1850044155077948,4.6893265893459315,5.696600501139959,7.2307278078397115
2035,0.6197496801032796,0.9123770478055371,1.2210044155077948,4.828326589345933,5.895600501139959,7.498727807839712
2036,0.6397496801032795,0.9373770478055372,1.2570044155077948,4.968326589345932,6.097600501139959,7.7707278078397115
2037,0.6587496801032795,0.9633770478055372,1.2930044155077949,5.110326589345933,6.3016005011399585,8.044727807839712
2038,0.6787496801032795,0.9883770478055371,1.329004415507795,5.252326589345932,6.509600501139959,8.322727807839712
2039,0.6987496801032795,1.0143770478055372,1.3640044155077948,5.396326589345932,6.719600501139959,8.601727807839712
2040,0.7197496801032796,1.039377047805537,1.4000044155077949,5.540326589345932,6.931600501139959,8.884727807839711
2041,0.7397496801032796,1.0643770478055372,1.4350044155077948,5.686326589345931,7.146600501139959,9.169727807839712
2042,0.7597496801032795,1.0893770478055371,1.470004415507795,5.832326589345932,7.363600501139959,9.457727807839712
2043,0.7807496801032795,1.1143770478055373,1.5050044155077948,5.980326589345932,7.581600501139959,9.748727807839712
2044,0.8007496801032795,1.1393770478055372,1.5400044155077948,6.129326589345933,7.8016005011399585,10.043727807839712
2045,0.8207496801032795,1.164377047805537,1.5740044155077948,6.278326589345932,8.022600501139959,10.340727807839711
2046,0.8417496801032796,1.188377047805537,1.6080044155077948,6.429326589345932,8.244600501139958,10.641727807839711
2047,0.8617496801032796,1.2133770478055372,1.6420044155077949,6.5803265893459315,8.466600501139958,10.946727807839713
2048,0.8827496801032795,1.2373770478055373,1.6760044155077949,6.733326589345932,8.688600501139959,11.255727807839712
2049,0.9027496801032795,1.2613770478055373,1.710004415507795,6.8863265893459324,8.910600501139958,11.567727807839711
2050,0.9227496801032795,1.285377047805537,1.7430044155077948,7.040326589345932,9.131600501139959,11.884727807839711
2051,0.9427496801032795,1.309377047805537,1.7760044155077948,7.195326589345932,9.35160050113996,12.205727807839711
2052,0.9627496801032795,1.3333770478055371,1.809004415507795,7.350326589345933,9.571600501139958,12.530727807839712
2053,0.9827496801032796,1.3563770478055373,1.841004415507795,7.507326589345933,9.79060050113996,12.857727807839712
2054,1.0017496801032795,1.3793770478055372,1.873004415507795,7.665326589345932,10.009600501139959,13.188727807839712
2055,1.0217496801032795,1.402377047805537,1.905004415507795,7.824326589345931,10.228600501139958,13.520727807839712
2056,1.0407496801032796,1.4253770478055372,1.937004415507795,7.984326589345931,10.44760050113996,13.853727807839713
2057,1.0597496801032795,1.4473770478055372,1.9680044155077947,8.146326589345932,10.667600501139958,14.186727807839711
2058,1.0787496801032794,1.4693770478055372,1.9990044155077948,8.309326589345932,10.887600501139959,14.520727807839712
2059,1.0967496801032794,1.4913770478055373,2.030004415507795,8.474326589345932,11.108600501139959,14.853727807839713
2060,1.1157496801032796,1.5133770478055373,2.060004415507795,8.640326589345932,11.33160050113996,15.184727807839712
2061,1.1327496801032795,1.535377047805537,2.0900044155077953,8.808326589345931,11.555600501139958,15.514727807839712
2062,1.1507496801032795,1.5563770478055372,2.119004415507795,8.978326589345933,11.78060050113996,15.842727807839712
2063,1.1677496801032796,1.5773770478055371,2.1490044155077945,9.149326589345932,12.00760050113996,16.16972780783971
2064,1.1847496801032795,1.5973770478055371,2.177004415507795,9.320326589345932,12.23560050113996,16.49672780783971
2065,1.2017496801032794,1.6173770478055371,2.206004415507795,9.492326589345932,12.465600501139958,16.823727807839713
2066,1.2177496801032794,1.6373770478055372,2.2340044155077945,9.663326589345932,12.696600501139958,17.151727807839713
2067,1.2337496801032795,1.6573770478055372,2.2610044155077946,9.834326589345931,12.92860050113996,17.48172780783971
2068,1.2487496801032796,1.676377047805537,2.289004415507795,10.004326589345931,13.16160050113996,17.81272780783971
2069,1.2637496801032795,1.6953770478055372,2.315004415507795,10.173326589345931,13.39560050113996,18.14772780783971
2070,1.2787496801032796,1.7143770478055371,2.342004415507795,10.340326589345931,13.631600501139959,18.48472780783971
2071,1.2927496801032796,1.7323770478055371,2.3670044155077945,10.505326589345932,13.868600501139959,18.825727807839712
2072,1.3057496801032795,1.7503770478055372,2.393004415507795,10.668326589345932,14.106600501139958,19.17072780783971
2073,1.3187496801032794,1.7683770478055372,2.4180044155077947,10.830326589345932,14.34460050113996,19.517727807839712
2074,1.3317496801032795,1.785377047805537,2.4420044155077947,10.990326589345932,14.58460050113996,19.866727807839712
2075,1.3427496801032794,1.8023770478055372,2.4660044155077947,11.150326589345932,14.824600501139958,20.218727807839713
2076,1.3547496801032795,1.8183770478055372,2.4900044155077947,11.308326589345931,15.06560050113996,20.570727807839713
2077,1.3657496801032796,1.8343770478055372,2.5130044155077944,11.466326589345933,15.30660050113996,20.924727807839712
2078,1.3757496801032796,1.8493770478055371,2.5350044155077947,11.624326589345932,15.548600501139958,21.27872780783971
2079,1.3847496801032795,1.8643770478055373,2.557004415507795,11.782326589345931,15.789600501139958,21.631727807839713
2080,1.3937496801032796,1.8793770478055372,2.578004415507795,11.940326589345931,16.03160050113996,21.98472780783971
2081,1.4017496801032796,1.8933770478055372,2.5990044155077947,12.099326589345932,16.27360050113996,22.33672780783971
2082,1.4097496801032796,1.9073770478055372,2.6200044155077946,12.257326589345931,16.51460050113996,22.68772780783971
2083,1.4157496801032796,1.920377047805537,2.6390044155077947,12.417326589345931,16.756600501139957,23.037727807839712
2084,1.4217496801032796,1.933377047805537,2.658004415507795,12.577326589345931,16.997600501139956,23.386727807839712
2085,1.4277496801032796,1.9463770478055373,2.677004415507795,12.737326589345932,17.23760050113996,23.735727807839712
2086,1.4317496801032796,1.957377047805537,2.695004415507795,12.897326589345932,17.478600501139958,24.084727807839712
2087,1.4357496801032794,1.969377047805537,2.712004415507795,13.058326589345931,17.71760050113996,24.43472780783971
2088,1.4387496801032795,1.9803770478055371,2.7290044155077946,13.218326589345931,17.95660050113996,24.78372780783971
2089,1.4407496801032795,1.9903770478055374,2.7450044155077946,13.379326589345931,18.19460050113996,25.133727807839712
2090,1.4427496801032795,2.000377047805537,2.7610044155077946,13.540326589345932,18.431600501139958,25.48472780783971
2091,1.4427496801032795,2.009377047805537,2.776004415507795,13.701326589345932,18.667600501139958,25.83672780783971
2092,1.4427496801032795,2.0183770478055374,2.7900044155077945,13.862326589345932,18.902600501139958,26.189727807839713
2093,1.4407496801032795,2.026377047805537,2.804004415507795,14.022326589345932,19.13660050113996,26.543727807839712
2094,1.4387496801032795,2.034377047805537,2.8170044155077947,14.183326589345931,19.36860050113996,26.90072780783971
2095,1.4357496801032794,2.041377047805537,2.829004415507795,14.343326589345931,19.600600501139958,27.258727807839712
2096,1.4317496801032796,2.0473770478055373,2.8410044155077947,14.503326589345932,19.829600501139957,27.61872780783971
2097,1.4267496801032795,2.053377047805537,2.852004415507795,14.663326589345932,20.05760050113996,27.980727807839713
2098,1.4207496801032795,2.058377047805537,2.8620044155077946,14.823326589345932,20.28460050113996,28.34572780783971
2099,1.4137496801032796,2.0633770478055373,2.8720044155077944,14.981326589345931,20.50860050113996,28.71372780783971
2100,1.4057496801032796,2.0673770478055373,2.8800044155077944,15.140326589345932,20.73160050113996,29.084727807839712
